price
850000.0
640000.0
699900.0
854914.0
595172.0
578888.0
565000.0
377996.0
1574100.0
699000.0
559000.0
499000.0
380000.0
511000.0
899000.0
750000.0
410368.0
385000.0
769000.0
699000.0
429000.0
396900.0
450000.0
522000.0
565000.0
399600.0
699000.0
625000.0
2580000.0
1450000.0
469900.0
430000.0
422168.0
1150000.0
576500.0
516720.0
699000.0
509000.0
1000000.0
980000.0
629000.0
3500000.0
529000.0
506625.0
618900.0
639000.0
456825.0
599000.0
698240.0
535000.0
699000.0
445000.0
610000.0
750000.0
719000.0
1300000.0
570000.0
680000.0
679000.0
469000.0
519000.0
859000.0
450000.0
459000.0
640000.0
599000.0
528000.0
534400.0
769000.0
375000.0
565300.0
1190000.0
680000.0
650000.0
819000.0
982500.0
599000.0
690600.0
893165.0
575777.0
489000.0
665000.0
565300.0
530000.0
5790000.0
887000.0
599000.0
629800.0
565565.0
479000.0
529000.0
532400.0
1239000.0
970000.0
420000.0
610000.0
897000.0
735000.0
349765.0
695000.0
197444.52
476100.0
399000.0
1399000.0
399200.0
989000.0
688050.0
419000.0
499000.0
448700.0
370000.0
499000.0
482305.62
626000.0
545000.0
690777.0
550000.0
739000.0
338202.0
929000.0
799000.0
577530.0
699000.0
305000.0
475000.0
989000.0
736928.11
380000.0
518000.0
569000.0
650000.0
850000.0
570000.0
400680.0
829000.0
399000.0
449000.0
1050000.0
1125000.0
515000.0
495000.0
402400.0
699000.0
869000.0
450000.0
699000.0
665000.0
690600.0
399000.0
465000.0
597052.0
654000.0
1686382.6
424971.0
730000.0
1199000.0
449000.0
679000.0
649000.0
479020.0
370000.0
499000.0
459000.0
589700.0
635000.0
499560.0
599000.0
599000.0
379000.0
545000.0
770000.0
444900.0
556500.0
429000.0
875000.0
2350000.0
524900.0
850000.0
1349000.0
324991.0
672000.0
396900.0
499000.0
455000.0
775200.0
1075000.0
599000.0
534000.0
398000.0
476100.0
330733.0
371500.0
499500.0
1010000.0
459000.0
749000.0
499000.0
589000.0
345030.0
649000.0
393585.0
539000.0
1130000.0
1250000.0
633216.0
917205.0
392305.0
530000.0
661200.0
835935.0
499000.0
611524.0
799000.0
387000.0
816400.0
543620.0
567800.0
499000.0
499000.0
260000.0
427900.0
441600.0
299000.0
564000.0
562200.0
519000.0
593560.0
444900.0
119000.0
552520.0
531944.0
380800.0
299000.0
849000.0
352000.0
929000.0
390000.0
629000.0
429000.0
445000.0
910118.0
495000.0
350000.0
699000.0
737500.0
420000.0
799999.0
650000.0
460000.0
626652.0
465000.0
552600.0
899000.0
671367.0
699000.0
451651.0
438000.0
545000.0
820000.0
559200.0
759000.0
1180000.0
749000.0
550000.0
349000.0
640200.0
580000.0
613272.0
645000.0
639000.0
649000.0
795000.0
540200.0
680000.0
650000.0
982560.0
615000.0
739100.0
842640.0
419614.5
494000.0
870000.0
479000.0
699000.0
630000.0
1499000.0
779000.0
450000.0
573000.0
664594.2
438000.0
499000.0
556500.0
430000.0
836400.0
680000.0
630000.0
1360000.0
420000.0
455000.0
467770.0
510705.0
510000.0
352000.0
309000.0
580000.0
424000.0
629550.0
537305.65
461448.0
504700.0
350000.0
